,Sentiment,Date
93,0.006317729111846758,2019-10-02
94,0.028568896989949622,2019-10-03
95,0.07339642626876669,2019-10-04
96,-0.05416666666666667,2019-10-05
97,0.033333333333333326,2019-10-06
98,0.004010695187165773,2019-10-07
99,-0.0013517528223410593,2019-10-08
100,0.021288297515976086,2019-10-09
101,0.015514011078527205,2019-10-10
102,-0.005559224203292004,2019-10-11
103,0.019444444444444448,2019-10-12
104,0.07619047619047618,2019-10-13
105,0.02215488215488216,2019-10-14
106,0.033584117032392884,2019-10-15
107,-0.006703610175832401,2019-10-16
108,0.021748811297991624,2019-10-17
109,0.03577783650458069,2019-10-18
110,0.03446969696969696,2019-10-19
111,0.046085858585858584,2019-10-20
112,0.042593434343434336,2019-10-21
113,0.0358727359804946,2019-10-22
114,0.026570247933884298,2019-10-23
115,0.017728128745077894,2019-10-24
116,0.0066463881236608485,2019-10-25
117,0.07222222222222223,2019-10-26
118,0.03707386363636364,2019-10-27
119,0.015115099784911108,2019-10-28
120,0.06782451617010442,2019-10-29
121,0.01956555349412492,2019-10-30
122,0.012981953683173196,2019-10-31
123,0.011958964646464641,2019-11-01
124,0.05535714285714285,2019-11-02
125,0.005555555555555554,2019-11-03
126,0.02198802541544477,2019-11-04
127,0.07852825305206255,2019-11-05
128,0.0678864734299517,2019-11-06
129,0.027725713929417632,2019-11-07
130,-0.0016564454064454063,2019-11-08
131,0.04047619047619047,2019-11-09
132,-0.005555555555555559,2019-11-10
133,0.033211479878146544,2019-11-11
134,-0.015821000704721633,2019-11-12
135,-0.02138007432818754,2019-11-13
136,-0.0020188062598776946,2019-11-14
137,0.02127857522594364,2019-11-15
138,0.0,2019-11-16
139,0.16166666666666668,2019-11-17
140,0.02602678835134976,2019-11-18
141,0.049768463859372954,2019-11-19
142,0.009516569111639533,2019-11-20
143,0.04062275295326143,2019-11-21
144,0.03977349250076523,2019-11-22
145,-0.021875,2019-11-23
146,0.007162534435261708,2019-11-24
147,0.042715617715617715,2019-11-25
148,0.034629629629629635,2019-11-26
149,0.017030696576151125,2019-11-27
150,-0.04120989304812833,2019-11-28
151,0.03751942501942502,2019-11-29
152,-0.0696969696969697,2019-11-30
153,0.13354978354978356,2019-12-01
154,4.978354978354724e-05,2019-12-02
155,0.0286231884057971,2019-12-03
156,0.04439709595959596,2019-12-04
157,0.054594820384294064,2019-12-05
158,0.08691558441558442,2019-12-06
159,0.17444444444444446,2019-12-07
160,0.060198412698412695,2019-12-08
161,-0.0030528499278499295,2019-12-09
162,0.02623331529581529,2019-12-10
163,0.025912864274933237,2019-12-11
164,0.028456430191124066,2019-12-12
165,-0.0007999999999999968,2019-12-13
166,0.07428030303030303,2019-12-14
167,-0.038636363636363635,2019-12-15
168,0.04722222222222222,2019-12-16
169,0.059466617393446664,2019-12-17
170,0.024059794372294368,2019-12-18
171,0.0791710758377425,2019-12-19
172,0.028246417665022318,2019-12-20
173,-0.07692307692307693,2019-12-21
174,0.043827160493827164,2019-12-22
175,0.006345358345358346,2019-12-23
176,0.06300505050505051,2019-12-24
177,-0.05000000000000001,2019-12-25
178,-0.025882352941176467,2019-12-26
179,0.0040000000000000036,2019-12-27
180,-0.09,2019-12-28
181,0.0,2019-12-29
182,0.05081818181818182,2019-12-30
183,0.005322580645161289,2019-12-31
184,0.08431818181818182,2020-01-01
185,0.019983164983164985,2020-01-02
186,-0.06714677640603567,2020-01-03
187,-0.06957070707070706,2020-01-04
188,-0.03950617283950618,2020-01-05
189,-0.0002568542568542598,2020-01-06
190,-0.02404225178615423,2020-01-07
191,-0.03244949494949494,2020-01-08
192,0.006948989898989902,2020-01-09
193,0.04802475979305248,2020-01-10
194,0.07936507936507936,2020-01-11
195,-0.0069444444444444475,2020-01-12
196,-0.010137626262626261,2020-01-13
197,0.0027240490006447456,2020-01-14
198,0.061311580719475456,2020-01-15
199,0.04202137111859334,2020-01-16
200,0.04672105672105672,2020-01-17
201,0.0,2020-01-18
202,0.021969696969696965,2020-01-19
203,0.016161616161616158,2020-01-20
204,0.02982261640798226,2020-01-21
205,0.037473578376356155,2020-01-22
206,0.021818714072812433,2020-01-23
207,-0.0007112794612794496,2020-01-24
208,0.1,2020-01-25
209,0.18055555555555555,2020-01-26
210,0.01599462365591398,2020-01-27
211,0.00769173318001443,2020-01-28
212,0.026315392015392014,2020-01-29
213,0.007035182331792499,2020-01-30
214,0.0281475468975469,2020-01-31
215,0.05694444444444444,2020-02-01
216,0.020707070707070705,2020-02-02
217,0.016955797470503353,2020-02-03
218,0.030904726275096647,2020-02-04
219,0.016840871117186906,2020-02-05
220,0.027338776419658765,2020-02-06
221,0.051284327651515145,2020-02-07
222,0.0,2020-02-08
223,-0.013888888888888888,2020-02-09
224,0.01723063973063973,2020-02-10
225,0.0521323815073815,2020-02-11
226,0.0027561327561327563,2020-02-12
227,0.03249749802169158,2020-02-13
228,0.015726711560044897,2020-02-14
229,0.0001010101010100961,2020-02-15
230,0.07852887852887853,2020-02-16
231,0.08470454545454546,2020-02-17
232,0.004529193449647994,2020-02-18
233,0.05913788339320254,2020-02-19
234,0.009660419989367354,2020-02-20
235,0.07752395752395753,2020-02-21
236,0.03575757575757576,2020-02-22
237,0.08095238095238096,2020-02-23
238,0.01387085137085137,2020-02-24
239,0.019160071699134203,2020-02-25
240,0.004503367003367001,2020-02-26
241,0.03833396995161702,2020-02-27
242,0.021509191291799987,2020-02-28
243,0.060606060606060594,2020-02-29
244,-0.03526515151515151,2020-03-01
245,0.01615612648221344,2020-03-02
246,0.037875328628753285,2020-03-03
247,0.06886644219977553,2020-03-04
248,0.0408356290174472,2020-03-05
249,-0.02238600868118941,2020-03-06
250,0.05556884635832004,2020-03-07
251,0.00567765567765567,2020-03-08
252,0.0025518341307815,2020-03-09
253,-0.006685553009082422,2020-03-10
254,-0.014170392449080969,2020-03-11
255,0.019065656565656564,2020-03-12
256,0.02679710160770767,2020-03-13
257,-0.011721380471380473,2020-03-14
258,0.050671717171717166,2020-03-15
259,0.0037442881192881186,2020-03-16
260,0.0014645077145077152,2020-03-17
261,0.008008658008658008,2020-03-18
262,0.030582812249478918,2020-03-19
263,0.015313667813667818,2020-03-20
264,0.0836489898989899,2020-03-21
265,0.022718253968253964,2020-03-22
266,0.03584835562447503,2020-03-23
267,0.009018264840182647,2020-03-24
268,0.0321866625438054,2020-03-25
269,0.03634477895841532,2020-03-26
270,0.01662762441983221,2020-03-27
271,0.11875,2020-03-28
272,0.11631944444444443,2020-03-29
273,0.01621697746697747,2020-03-30
274,0.00840495289024701,2020-03-31
275,0.02391613503455609,2020-04-01
276,0.014292971734148206,2020-04-02
277,0.02494703877682601,2020-04-03
278,0.013068181818181817,2020-04-04
279,0.12187500000000001,2020-04-05
280,-0.0029040404040404006,2020-04-06
281,0.0030826118326118352,2020-04-07
282,0.016712735462735464,2020-04-08
283,0.03055284992784993,2020-04-09
284,0.02133116883116883,2020-04-10
285,0.022727272727272728,2020-04-11
286,0.125,2020-04-12
287,-0.03537991096953362,2020-04-13
288,0.02374553937053937,2020-04-14
289,0.007332821889783916,2020-04-15
290,-0.012027528370120963,2020-04-16
291,0.027995147553971082,2020-04-17
292,0.153125,2020-04-18
293,0.031060606060606063,2020-04-19
294,0.02401532893336172,2020-04-20
295,0.02962046540675573,2020-04-21
296,0.03371297242083759,2020-04-22
297,0.054523216509517886,2020-04-23
298,0.024719598583234945,2020-04-24
299,-0.0053030303030303025,2020-04-25
300,0.018457300275482095,2020-04-26
301,-0.004833694083694083,2020-04-27
302,-0.018740981240981242,2020-04-28
303,0.038746767188796175,2020-04-29
304,0.0363596423417852,2020-04-30
305,0.030770340770340774,2020-05-01
306,0.05408163265306122,2020-05-02
307,0.10208333333333333,2020-05-03
308,0.035782241014799154,2020-05-04
309,-0.01956951591385553,2020-05-05
310,-0.02748770503872545,2020-05-06
311,0.015703768677559002,2020-05-07
312,0.022673688100517366,2020-05-08
313,-0.25,2020-05-09
314,-0.07175925925925926,2020-05-10
315,0.01431564889011697,2020-05-11
316,-0.004862399505256644,2020-05-12
317,-0.008352925809822359,2020-05-13
318,0.025118227731864087,2020-05-14
319,-0.015384615384615382,2020-05-15
320,0.075,2020-05-16
321,-0.0055397727272727265,2020-05-17
322,0.025298503906994473,2020-05-18
323,0.026073004000219193,2020-05-19
324,0.009032723548852576,2020-05-20
325,0.07114379084967319,2020-05-21
326,0.02705397439439993,2020-05-22
327,0.026785714285714284,2020-05-23
328,0.11083333333333334,2020-05-24
329,0.027146464646464644,2020-05-25
330,-0.011716119528619527,2020-05-26
331,0.04119994588744588,2020-05-27
332,0.002169261461430134,2020-05-28
333,-0.04104552013642922,2020-05-29
334,0.0,2020-05-30
335,0.0683080808080808,2020-05-31
336,0.029103535353535354,2020-06-01
337,0.046616325593598316,2020-06-02
338,0.01323232323232323,2020-06-03
339,0.012594602743856473,2020-06-04
340,0.054002932551319646,2020-06-05
341,0.0375,2020-06-06
342,-0.00625,2020-06-07
343,0.03159792368125701,2020-06-08
344,-0.011274707204939763,2020-06-09
345,-0.017037450396825395,2020-06-10
346,0.019466347144918572,2020-06-11
347,0.01038457666364643,2020-06-12
348,0.0,2020-06-13
349,0.1,2020-06-14
350,0.042455704586852126,2020-06-15
351,-0.01360985952822688,2020-06-16
352,0.03778943924292761,2020-06-17
353,0.0394453797231575,2020-06-18
354,0.041335578002244674,2020-06-19
355,0.06818181818181818,2020-06-20
356,-0.08073593073593074,2020-06-21
357,0.05172248803827751,2020-06-22
358,0.055141676505312875,2020-06-23
359,-0.0007575757575757608,2020-06-24
360,0.04609733700642792,2020-06-25
361,0.036723970473970476,2020-06-26
362,0.009618916437098253,2020-06-27
363,-0.029464285714285717,2020-06-28
364,0.019274986709197237,2020-06-29
365,0.050266409946642505,2020-06-30
366,0.04187092443421558,2020-07-01
